person_id,first_name,last_name,email,phone,address,city,state,zip,engagement_level,giving_capacity
P-00000231,Susan,Martinez,susan.martinez95@msn.com,3121566088,5447 Cicero Ave,Chicago,IL,60622,low,medium
P-00000232,Brian,Lee,brian.lee50@gmail.com,8723092101,9714 Archer Ave,Chicago,IL,60614,medium,medium
P-00000233,Nancy,Anderson,nancy.anderson21@msn.com,7734541483,4059 Armitage Ave,Chicago,IL,60647,medium,low
P-00000234,Daniel,Moore,daniel.moore3@comcast.net,7731450930,6076 California Ave,Chicago,IL,60657,medium,low
P-00000235,Kevin,Allen,kevin.allen68@msn.com,3121688725,3162 Michigan Ave,Chicago,IL,60654,medium,low
P-00000236,Kimberly,Ramirez,kimberly.ramirez43@sbcglobal.net,3123445840,1733 Wells St,Evanston,IL,60201,low,high
P-00000237,Elizabeth,Lee,elizabeth.lee2@aol.com,3125525121,7085 State St,Chicago,IL,60657,high,low
P-00000238,Kenneth,Perez,kenneth.perez40@aol.com,6303167354,710 Armitage Ave,Chicago,IL,60615,medium,low
P-00000239,Ashley,Miller,ashley.miller20@msn.com,6301865139,5874 Cicero Ave,Chicago,IL,60657,low,medium
P-00000240,Margaret,Wilson,margaret.wilson40@msn.com,6308440449,5979 Fullerton Ave,Oak Park,IL,60302,low,low
P-00000241,Dorothy,Wright,dorothy.wright39@outlook.com,3127501553,5646 Ashland Ave,Chicago,IL,60622,medium,low
P-00000242,Barbara,Martinez,barbara.martinez24@sbcglobal.net,6308601748,7339 Pulaski Rd,Chicago,IL,60615,medium,low
P-00000243,Amanda,Flores,amanda.flores42@outlook.com,6309468865,2922 Roosevelt Rd,Chicago,IL,60654,high,high
P-00000244,Brian,Flores,brian.flores33@gmail.com,8479370043,787 Adams St,Chicago,IL,60622,low,medium
P-00000245,Amanda,Jackson,amanda.jackson12@comcast.net,3125226156,5208 California Ave,Oak Park,IL,60302,medium,low
P-00000246,Margaret,Nguyen,margaret.nguyen95@comcast.net,8725990488,6374 Michigan Ave,Evanston,IL,60201,low,high
P-00000247,Betty,Jones,betty.jones61@sbcglobal.net,6302027557,745 Ashland Ave,Chicago,IL,60610,medium,major
P-00000248,Mary,Campbell,mary.campbell85@att.net,7731533634,687 Irving Park Rd,Oak Park,IL,60302,medium,low
P-00000249,Margaret,Sanchez,margaret.sanchez85@hotmail.com,6302224744,6550 Harrison St,Chicago,IL,60601,low,medium
P-00000250,Matthew,Mitchell,matthew.mitchell17@icloud.com,6301294746,9222 Michigan Ave,Chicago,IL,60622,low,medium
P-00000251,Mary,Wright,mary.wright28@comcast.net,3123650235,6244 Wacker Dr,Chicago,IL,60615,low,low
P-00000252,Michael,Brown,michael.brown25@aol.com,8479329442,9628 California Ave,Evanston,IL,60201,medium,medium
P-00000253,Emily,Lopez,emily.lopez39@sbcglobal.net,8723148091,7474 Archer Ave,Chicago,IL,60601,medium,high
P-00000254,Mark,Thompson,mark.thompson46@aol.com,6307417954,5761 Diversey Pkwy,Chicago,IL,60654,low,low
P-00000255,Anthony,Flores,anthony.flores14@msn.com,3121515693,3046 Monroe St,Chicago,IL,60615,medium,high
P-00000256,George,Miller,george.miller19@outlook.com,8478026492,2823 Wacker Dr,Oak Park,IL,60302,low,low
P-00000257,Paul,Harris,paul.harris59@sbcglobal.net,6309552442,8359 Irving Park Rd,Chicago,IL,60657,high,medium
P-00000258,Amanda,Perez,amanda.perez55@gmail.com,6304331106,878 Armitage Ave,Oak Park,IL,60302,medium,medium
P-00000259,Daniel,Jones,daniel.jones67@gmail.com,8471460796,7468 Belmont Ave,Chicago,IL,60614,low,high
P-00000260,Kimberly,White,kimberly.white8@comcast.net,6303234805,6417 Harrison St,Chicago,IL,60601,low,low
P-00000261,Donald,Perez,donald.perez21@hotmail.com,6303770742,1578 Irving Park Rd,Chicago,IL,60615,low,low
P-00000262,George,Williams,george.williams66@att.net,7732034586,9402 Wells St,Chicago,IL,60622,low,low
P-00000263,Christopher,Lopez,christopher.lopez90@att.net,8724830121,7716 Central Ave,Chicago,IL,60622,low,low
P-00000264,Michelle,Wilson,michelle.wilson48@outlook.com,3125070028,4896 Wells St,Chicago,IL,60610,high,low
P-00000265,Linda,Nelson,linda.nelson97@msn.com,8475460276,2068 Armitage Ave,Chicago,IL,60614,medium,low
P-00000266,Kevin,Rodriguez,kevin.rodriguez37@gmail.com,3128732752,955 California Ave,Chicago,IL,60615,low,medium
P-00000267,Kevin,Hill,kevin.hill11@gmail.com,6304714379,6232 Van Buren St,Chicago,IL,60610,medium,low
P-00000268,George,Sanchez,george.sanchez92@msn.com,8477722055,8465 Pulaski Rd,Chicago,IL,60647,medium,high
P-00000269,Timothy,Martin,timothy.martin18@yahoo.com,6305408285,3844 Diversey Pkwy,Chicago,IL,60654,medium,low
P-00000270,Timothy,Ramirez,timothy.ramirez84@gmail.com,3129143179,8022 Harrison St,Chicago,IL,60615,medium,low
P-00000271,Donald,Green,donald.green66@hotmail.com,8725450252,9201 Archer Ave,Evanston,IL,60201,low,low
P-00000272,Kenneth,Ramirez,kenneth.ramirez84@aol.com,8721470529,1728 Wells St,Chicago,IL,60610,high,major
P-00000273,Mary,Taylor,mary.taylor12@hotmail.com,8727981440,8080 Harrison St,Oak Park,IL,60302,low,low
P-00000274,Steven,Harris,steven.harris24@sbcglobal.net,6303894100,1230 Archer Ave,Chicago,IL,60647,medium,low
P-00000275,William,Nguyen,william.nguyen30@yahoo.com,8724885250,3343 Harrison St,Evanston,IL,60201,medium,low
P-00000276,Richard,Mitchell,richard.mitchell57@aol.com,6304887008,3461 Cicero Ave,Evanston,IL,60201,low,medium
P-00000277,Joshua,Smith,joshua.smith47@outlook.com,8729634012,3373 Irving Park Rd,Chicago,IL,60601,low,low
P-00000278,Timothy,Walker,timothy.walker38@icloud.com,7739072879,3799 Cicero Ave,Chicago,IL,60601,high,low
P-00000279,Patricia,Hall,patricia.hall69@att.net,8723846274,6318 Van Buren St,Chicago,IL,60654,low,low
P-00000280,Brian,Clark,brian.clark51@yahoo.com,8727407054,4440 Fullerton Ave,Evanston,IL,60201,low,high
P-00000281,Joshua,Adams,joshua.adams35@comcast.net,6307049850,5719 Cermak Rd,Chicago,IL,60657,low,low
P-00000282,Patricia,Jones,patricia.jones49@yahoo.com,8471786261,5016 Harlem Ave,Chicago,IL,60657,high,low
P-00000283,Kimberly,Young,kimberly.young85@icloud.com,6308983939,9814 Michigan Ave,Chicago,IL,60610,medium,low
P-00000284,Andrew,Gonzalez,andrew.gonzalez11@outlook.com,8725889084,6516 Clark St,Chicago,IL,60654,high,medium
P-00000285,Nancy,Jackson,nancy.jackson85@att.net,6305274692,8948 LaSalle St,Chicago,IL,60657,medium,low
P-00000286,Mark,King,mark.king45@aol.com,8477216074,9802 Irving Park Rd,Chicago,IL,60622,low,medium
P-00000287,Kevin,Rivera,kevin.rivera12@aol.com,3128465106,4861 Roosevelt Rd,Evanston,IL,60201,low,medium
P-00000288,Jennifer,Scott,jennifer.scott75@gmail.com,8724289791,2908 Ashland Ave,Chicago,IL,60622,medium,high
P-00000289,Susan,Clark,susan.clark92@hotmail.com,6309168326,464 Clark St,Chicago,IL,60654,low,low
P-00000290,George,Taylor,george.taylor97@att.net,8723801445,5542 Harlem Ave,Chicago,IL,60601,low,major
P-00000291,Steven,Thomas,steven.thomas96@aol.com,8471217770,4006 Kedzie Ave,Chicago,IL,60654,medium,medium
P-00000292,Daniel,Thomas,daniel.thomas41@att.net,8726301533,4252 Fullerton Ave,Chicago,IL,60654,low,major
P-00000293,Linda,Sanchez,linda.sanchez71@comcast.net,8729326435,124 LaSalle St,Chicago,IL,60601,medium,low
P-00000294,Michelle,Davis,michelle.davis60@sbcglobal.net,3124502626,3275 Pulaski Rd,Chicago,IL,60657,medium,low
P-00000295,Patricia,Robinson,patricia.robinson75@hotmail.com,8729607009,2192 Belmont Ave,Chicago,IL,60622,low,high
P-00000296,Mary,Flores,mary.flores34@msn.com,6301237199,7455 State St,Chicago,IL,60601,low,low
P-00000297,Timothy,Walker,timothy.walker39@hotmail.com,8726081820,7498 California Ave,Chicago,IL,60654,high,medium
P-00000298,Sandra,Gonzalez,sandra.gonzalez19@icloud.com,8728726360,282 Pulaski Rd,Chicago,IL,60657,high,low
P-00000299,Emily,Davis,emily.davis52@outlook.com,7732195885,9303 California Ave,Chicago,IL,60622,high,medium
P-00000300,Patricia,Gonzalez,patricia.gonzalez8@yahoo.com,6303584182,6146 Congress Pkwy,Chicago,IL,60647,high,high
P-00000301,Richard,Green,richard.green79@sbcglobal.net,3128587676,1909 Armitage Ave,Chicago,IL,60601,medium,high
P-00000302,Nancy,Davis,nancy.davis6@icloud.com,6303938687,5376 Irving Park Rd,Oak Park,IL,60302,low,low
P-00000303,Charles,Rodriguez,charles.rodriguez44@outlook.com,6305079441,9110 Van Buren St,Chicago,IL,60654,medium,low
P-00000304,Barbara,Torres,barbara.torres58@comcast.net,7734994528,7194 Monroe St,Chicago,IL,60601,low,low
P-00000305,Brian,Gonzalez,brian.gonzalez33@att.net,6303982410,6004 Dearborn St,Chicago,IL,60657,medium,low
P-00000306,Daniel,Martin,daniel.martin83@icloud.com,7733901092,5721 Roosevelt Rd,Chicago,IL,60610,low,high
P-00000307,Andrew,Campbell,andrew.campbell78@hotmail.com,6307759291,5674 Madison St,Chicago,IL,60654,low,medium
P-00000308,Emily,Walker,emily.walker16@sbcglobal.net,3121118581,2105 Michigan Ave,Chicago,IL,60654,medium,medium
P-00000309,George,King,george.king88@att.net,6302358097,7270 Irving Park Rd,Oak Park,IL,60302,high,low
P-00000310,Margaret,Flores,margaret.flores54@gmail.com,6301164074,1648 Central Ave,Chicago,IL,60622,high,medium
P-00000311,Carol,Campbell,carol.campbell74@icloud.com,7731737954,8188 Clark St,Chicago,IL,60657,medium,medium
P-00000312,Nancy,Lewis,nancy.lewis60@msn.com,3128704694,3327 Roosevelt Rd,Oak Park,IL,60302,medium,medium
P-00000313,Barbara,Clark,barbara.clark53@msn.com,8723345704,9989 LaSalle St,Chicago,IL,60622,low,low
P-00000314,Anthony,Allen,anthony.allen58@comcast.net,6306304120,3809 Jackson Blvd,Chicago,IL,60647,low,low
P-00000315,Emily,Gonzalez,emily.gonzalez51@sbcglobal.net,8728035655,8935 Wacker Dr,Chicago,IL,60647,low,low
P-00000316,Kimberly,King,kimberly.king44@msn.com,6304257945,5323 Madison St,Chicago,IL,60647,low,medium
P-00000317,Karen,Hernandez,karen.hernandez17@msn.com,6301764265,125 Central Ave,Chicago,IL,60622,medium,medium
P-00000318,Richard,Gonzalez,richard.gonzalez72@att.net,6307214638,7106 Irving Park Rd,Chicago,IL,60657,medium,high
P-00000319,Timothy,Nguyen,timothy.nguyen54@sbcglobal.net,3124948401,7863 Western Ave,Chicago,IL,60615,low,low
P-00000320,Paul,Nguyen,paul.nguyen15@msn.com,8476895725,7657 Wells St,Chicago,IL,60654,high,medium
P-00000321,Susan,Martinez,susan.martinez94@aol.com,8474713543,592 Adams St,Chicago,IL,60610,medium,low
P-00000322,Richard,Gonzalez,richard.gonzalez11@aol.com,3127928655,9567 Roosevelt Rd,Chicago,IL,60654,medium,major
P-00000323,Barbara,Hernandez,barbara.hernandez89@yahoo.com,8722349590,9161 Kedzie Ave,Chicago,IL,60657,low,low
P-00000324,Carol,Lewis,carol.lewis17@icloud.com,7737507660,2509 Wacker Dr,Chicago,IL,60654,medium,low
P-00000325,Sandra,Smith,sandra.smith81@outlook.com,7737450219,2568 Monroe St,Chicago,IL,60647,medium,low
P-00000326,Margaret,Adams,margaret.adams88@msn.com,6302657153,3738 Wacker Dr,Chicago,IL,60657,high,low
P-00000327,Mark,Lewis,mark.lewis13@msn.com,6307284725,8027 Pulaski Rd,Chicago,IL,60610,high,major
P-00000328,Ashley,Harris,ashley.harris67@outlook.com,6302540724,9921 Clark St,Chicago,IL,60647,low,low
P-00000329,Betty,Wilson,betty.wilson18@outlook.com,8477760403,792 Harlem Ave,Chicago,IL,60601,medium,high
P-00000330,James,Sanchez,james.sanchez87@msn.com,8728611432,4300 LaSalle St,Chicago,IL,60614,low,low
P-00000331,Kimberly,Hall,kimberly.hall93@outlook.com,8472760511,2971 Ashland Ave,Oak Park,IL,60302,medium,low
P-00000332,Charles,Hall,charles.hall47@comcast.net,7739303143,7912 California Ave,Chicago,IL,60647,medium,high
P-00000333,Karen,Anderson,karen.anderson93@att.net,3121225391,714 Congress Pkwy,Chicago,IL,60654,low,low
P-00000334,Patricia,Anderson,patricia.anderson37@gmail.com,8726596526,3707 Cicero Ave,Chicago,IL,60610,medium,low
P-00000335,Matthew,Thompson,matthew.thompson95@icloud.com,3121049976,3932 Irving Park Rd,Chicago,IL,60657,medium,low
P-00000336,Elizabeth,Flores,elizabeth.flores38@icloud.com,8477330034,8633 Harrison St,Chicago,IL,60647,low,low
P-00000337,Emily,Campbell,emily.campbell69@comcast.net,7737483485,2849 LaSalle St,Oak Park,IL,60302,medium,high
P-00000338,Susan,Mitchell,susan.mitchell39@att.net,8474410580,2091 Cermak Rd,Chicago,IL,60622,low,low
P-00000339,Dorothy,Martinez,dorothy.martinez9@gmail.com,8727007509,2932 Dearborn St,Chicago,IL,60654,high,medium
P-00000340,Daniel,Torres,daniel.torres65@sbcglobal.net,8729990499,1204 Madison St,Chicago,IL,60622,medium,low
P-00000341,Thomas,Young,thomas.young70@gmail.com,7734668280,3764 State St,Chicago,IL,60647,high,low
P-00000342,Joseph,Garcia,joseph.garcia84@outlook.com,8475589058,3508 Diversey Pkwy,Chicago,IL,60622,medium,medium
P-00000343,George,Smith,george.smith67@msn.com,6305507167,1251 Dearborn St,Chicago,IL,60601,low,low
P-00000344,Andrew,Flores,andrew.flores33@yahoo.com,8473570115,6971 Harlem Ave,Evanston,IL,60201,medium,medium
P-00000345,Paul,Flores,paul.flores65@icloud.com,8728712079,489 Wacker Dr,Chicago,IL,60610,low,high
P-00000346,Andrew,Jackson,andrew.jackson89@outlook.com,6301125355,9829 Cicero Ave,Evanston,IL,60201,high,medium
P-00000347,Linda,Miller,linda.miller67@yahoo.com,8722881297,4695 Roosevelt Rd,Chicago,IL,60615,low,low
P-00000348,Barbara,Hernandez,barbara.hernandez27@gmail.com,3124662340,6143 Congress Pkwy,Chicago,IL,60657,medium,low
P-00000349,Paul,Mitchell,paul.mitchell19@aol.com,8478724922,9765 Fullerton Ave,Oak Park,IL,60302,low,high
P-00000350,Joseph,Martin,joseph.martin7@comcast.net,8721483455,6041 Belmont Ave,Chicago,IL,60622,low,low
P-00000351,Sarah,Martinez,sarah.martinez57@att.net,7734855933,5888 Monroe St,Oak Park,IL,60302,low,major
P-00000352,Robert,Ramirez,robert.ramirez69@yahoo.com,7731652755,3902 Cermak Rd,Oak Park,IL,60302,low,low
P-00000353,Elizabeth,King,elizabeth.king35@yahoo.com,6303173513,6409 Kedzie Ave,Oak Park,IL,60302,low,medium
P-00000354,Mark,Lewis,mark.lewis20@sbcglobal.net,6306962859,3654 Harrison St,Chicago,IL,60622,medium,medium
P-00000355,Lisa,Williams,lisa.williams79@msn.com,3121777567,4295 Harlem Ave,Chicago,IL,60622,medium,high
P-00000356,James,Jackson,james.jackson89@msn.com,8477687666,8851 California Ave,Evanston,IL,60201,low,medium
P-00000357,Kimberly,Robinson,kimberly.robinson28@gmail.com,3124843139,916 Madison St,Oak Park,IL,60302,medium,major
P-00000358,Emily,Rodriguez,emily.rodriguez32@aol.com,3129360777,469 Harlem Ave,Evanston,IL,60201,medium,low
P-00000359,Daniel,Harris,daniel.harris93@sbcglobal.net,8726332889,3062 Cicero Ave,Chicago,IL,60614,low,medium
P-00000360,Kevin,Adams,kevin.adams84@att.net,3129432372,8442 Harrison St,Chicago,IL,60654,medium,low
P-00000361,Paul,Rivera,paul.rivera43@yahoo.com,8729200252,5141 Clark St,Chicago,IL,60657,low,medium
P-00000362,Jessica,Moore,jessica.moore10@yahoo.com,8726641379,7710 Diversey Pkwy,Chicago,IL,60647,medium,low
P-00000363,Elizabeth,Nguyen,elizabeth.nguyen91@att.net,8726202413,589 Cermak Rd,Chicago,IL,60601,high,medium
P-00000364,Anthony,Hill,anthony.hill60@gmail.com,8476241684,2917 Belmont Ave,Chicago,IL,60601,high,medium
P-00000365,Donna,Flores,donna.flores37@yahoo.com,7731344126,7929 Armitage Ave,Chicago,IL,60614,medium,low
P-00000366,Patricia,Perez,patricia.perez61@aol.com,6309686594,8412 Michigan Ave,Chicago,IL,60647,high,low
P-00000367,Donald,Jones,donald.jones74@icloud.com,7738797698,2768 Harrison St,Chicago,IL,60601,medium,low
P-00000368,Robert,Smith,robert.smith12@att.net,7732707542,8568 Belmont Ave,Chicago,IL,60614,low,high
P-00000369,Anthony,Hall,anthony.hall46@comcast.net,8478421289,2954 Roosevelt Rd,Chicago,IL,60647,high,low
P-00000370,William,Garcia,william.garcia35@comcast.net,3127514948,186 Cermak Rd,Chicago,IL,60610,low,low
P-00000371,Sandra,Perez,sandra.perez29@icloud.com,8479551795,1747 Pulaski Rd,Oak Park,IL,60302,medium,medium
P-00000372,Daniel,Johnson,daniel.johnson6@yahoo.com,3127356381,9012 Fullerton Ave,Chicago,IL,60657,low,high
P-00000373,Susan,Martinez,susan.martinez36@yahoo.com,3125109545,7278 Congress Pkwy,Chicago,IL,60610,low,low
P-00000374,Charles,Anderson,charles.anderson72@sbcglobal.net,3122609184,118 Clark St,Chicago,IL,60615,medium,medium
P-00000375,James,Lewis,james.lewis98@hotmail.com,8476113728,4288 Roosevelt Rd,Chicago,IL,60654,high,medium
P-00000376,Donald,Hill,donald.hill26@gmail.com,8476301572,5226 Oak Park Ave,Chicago,IL,60615,medium,low
P-00000377,Christopher,Nelson,christopher.nelson3@icloud.com,8725860319,9459 Central Ave,Oak Park,IL,60302,medium,medium
P-00000378,James,Lewis,james.lewis86@sbcglobal.net,8727859698,6873 Madison St,Oak Park,IL,60302,medium,medium
P-00000379,Charles,Johnson,charles.johnson45@hotmail.com,8727360756,4737 Central Ave,Oak Park,IL,60302,high,high
P-00000380,Melissa,Johnson,melissa.johnson22@aol.com,6309743662,6428 Wacker Dr,Chicago,IL,60615,high,low
P-00000381,George,Moore,george.moore77@aol.com,6305675519,734 Monroe St,Chicago,IL,60654,low,low
P-00000382,Susan,Flores,susan.flores62@outlook.com,8721350067,2990 Oak Park Ave,Chicago,IL,60647,low,high
P-00000383,Sandra,Nelson,sandra.nelson62@gmail.com,3127043995,770 Irving Park Rd,Chicago,IL,60654,low,low
P-00000384,Melissa,Harris,melissa.harris8@sbcglobal.net,7735970809,1992 Roosevelt Rd,Chicago,IL,60614,medium,high
P-00000385,Christopher,Wright,christopher.wright83@comcast.net,6301558981,3072 Oak Park Ave,Chicago,IL,60657,high,medium
P-00000386,Michael,Lee,michael.lee36@msn.com,8472953341,7181 Jackson Blvd,Evanston,IL,60201,medium,medium
P-00000387,Jessica,Davis,jessica.davis59@sbcglobal.net,8471295866,1729 Fullerton Ave,Chicago,IL,60615,high,medium
P-00000388,Thomas,Thomas,thomas.thomas90@yahoo.com,7737521689,4986 Archer Ave,Chicago,IL,60601,high,low
P-00000389,Donna,Campbell,donna.campbell38@hotmail.com,8472258624,6211 Irving Park Rd,Chicago,IL,60610,medium,low
P-00000390,Mark,Scott,mark.scott22@msn.com,8476735630,7747 Pulaski Rd,Chicago,IL,60647,high,medium
P-00000391,Joshua,Martin,joshua.martin28@att.net,3128576126,2681 Wells St,Chicago,IL,60601,medium,high
P-00000392,Thomas,Jones,thomas.jones46@yahoo.com,3128930221,8192 Franklin St,Chicago,IL,60615,high,high
P-00000393,Mary,Davis,mary.davis54@aol.com,8724221131,8590 Belmont Ave,Chicago,IL,60601,medium,high
P-00000394,Elizabeth,Williams,elizabeth.williams95@gmail.com,8725663754,3064 Ashland Ave,Chicago,IL,60610,medium,low
P-00000395,Melissa,Wright,melissa.wright38@att.net,7733507743,6147 Pulaski Rd,Chicago,IL,60622,high,medium
P-00000396,Andrew,Williams,andrew.williams85@msn.com,8727886940,4578 Ashland Ave,Chicago,IL,60657,medium,medium
P-00000397,Brian,Harris,brian.harris48@hotmail.com,8722684449,6938 Irving Park Rd,Chicago,IL,60614,medium,low
P-00000398,Daniel,Lopez,daniel.lopez4@aol.com,3121985257,3639 Wells St,Chicago,IL,60654,medium,low
P-00000399,Richard,Moore,richard.moore54@yahoo.com,8722543812,3514 Madison St,Chicago,IL,60647,medium,major
P-00000400,Elizabeth,Perez,elizabeth.perez65@comcast.net,6305473447,7186 Cermak Rd,Chicago,IL,60610,high,low
P-00000401,Karen,Mitchell,karen.mitchell59@att.net,6301243877,2790 Irving Park Rd,Chicago,IL,60601,medium,low
P-00000402,Joseph,Johnson,joseph.johnson49@aol.com,7732858997,9902 Wacker Dr,Chicago,IL,60657,low,medium
P-00000403,Karen,Davis,karen.davis90@gmail.com,6309876659,6682 Roosevelt Rd,Chicago,IL,60615,medium,medium
P-00000404,Jessica,Hall,jessica.hall48@icloud.com,3125914082,2359 LaSalle St,Chicago,IL,60615,high,medium
P-00000405,Linda,Anderson,linda.anderson94@outlook.com,6303621158,5850 Jackson Blvd,Chicago,IL,60657,high,high
P-00000406,Sandra,Lewis,sandra.lewis11@yahoo.com,7731641593,9054 Western Ave,Chicago,IL,60610,low,high
P-00000407,Ashley,Anderson,ashley.anderson84@hotmail.com,8477356605,8875 Wacker Dr,Chicago,IL,60657,low,low
P-00000408,Richard,Rivera,richard.rivera93@att.net,6308291916,4231 LaSalle St,Chicago,IL,60615,low,high
P-00000409,Sarah,Nguyen,sarah.nguyen87@aol.com,7736107742,7642 Adams St,Chicago,IL,60615,medium,high
P-00000410,Robert,Nguyen,robert.nguyen40@att.net,8721871535,5562 Cermak Rd,Evanston,IL,60201,medium,major
P-00000411,Dorothy,Adams,dorothy.adams56@yahoo.com,3121295599,629 Ashland Ave,Chicago,IL,60657,high,medium
P-00000412,Dorothy,Anderson,dorothy.anderson39@gmail.com,3122604243,7224 Archer Ave,Chicago,IL,60647,medium,medium
P-00000413,Barbara,Baker,barbara.baker83@comcast.net,3122802466,4243 Archer Ave,Chicago,IL,60622,low,medium
P-00000414,Anthony,Young,anthony.young13@gmail.com,3126673938,1981 Congress Pkwy,Chicago,IL,60615,medium,low
P-00000415,Kenneth,Davis,kenneth.davis77@aol.com,6306324852,5670 Irving Park Rd,Oak Park,IL,60302,medium,low
P-00000416,Jessica,Perez,jessica.perez72@comcast.net,3123091013,9521 Armitage Ave,Chicago,IL,60622,medium,low
P-00000417,Barbara,Walker,barbara.walker62@outlook.com,3128730302,4920 Oak Park Ave,Chicago,IL,60657,medium,medium
P-00000418,Patricia,Gonzalez,patricia.gonzalez49@outlook.com,6302141452,436 Kedzie Ave,Evanston,IL,60201,low,medium
P-00000419,Joseph,Taylor,joseph.taylor58@att.net,7735280428,7546 Congress Pkwy,Chicago,IL,60615,medium,high
P-00000420,Timothy,Gonzalez,timothy.gonzalez28@sbcglobal.net,8479471414,821 Diversey Pkwy,Chicago,IL,60647,medium,major
P-00000421,Ashley,Lewis,ashley.lewis13@icloud.com,8473438710,7092 Wacker Dr,Chicago,IL,60654,low,medium
P-00000422,Elizabeth,Baker,elizabeth.baker87@outlook.com,3127096696,2796 Kedzie Ave,Chicago,IL,60657,high,medium
P-00000423,Richard,King,richard.king32@gmail.com,8474879928,5148 Wacker Dr,Oak Park,IL,60302,low,low
P-00000424,James,Nelson,james.nelson42@hotmail.com,8729841830,7950 Diversey Pkwy,Chicago,IL,60615,medium,low
P-00000425,Donald,Lee,donald.lee40@comcast.net,7738058021,8200 Van Buren St,Chicago,IL,60657,high,medium
P-00000426,Kevin,Wright,kevin.wright11@att.net,3121748692,7382 State St,Chicago,IL,60610,medium,high
P-00000427,Margaret,Taylor,margaret.taylor19@att.net,6302945537,9865 Pulaski Rd,Chicago,IL,60622,medium,medium
P-00000428,Lisa,Sanchez,lisa.sanchez43@outlook.com,7736180703,3276 Dearborn St,Chicago,IL,60601,medium,major
P-00000429,Andrew,Rivera,andrew.rivera56@gmail.com,7739333920,6703 Wacker Dr,Chicago,IL,60615,high,low
P-00000430,Donna,Baker,donna.baker16@att.net,6309739287,9690 Congress Pkwy,Oak Park,IL,60302,medium,high
P-00000431,Michael,White,michael.white73@msn.com,6307061266,8102 Cicero Ave,Chicago,IL,60622,high,medium
P-00000432,Jessica,Anderson,jessica.anderson76@sbcglobal.net,8475472089,6405 Pulaski Rd,Chicago,IL,60610,high,high
P-00000433,Matthew,Brown,matthew.brown48@comcast.net,3125461213,4070 Oak Park Ave,Chicago,IL,60647,medium,high
P-00000434,Lisa,Lee,lisa.lee38@msn.com,7732592173,5143 Harrison St,Chicago,IL,60601,medium,low
P-00000435,Robert,Garcia,robert.garcia47@comcast.net,6309020497,4159 Clark St,Chicago,IL,60601,medium,medium
P-00000436,Michael,Flores,michael.flores10@sbcglobal.net,6304018439,6746 Adams St,Chicago,IL,60654,high,low
P-00000437,George,Torres,george.torres59@aol.com,8474555912,7716 Wacker Dr,Chicago,IL,60615,low,medium
P-00000438,Margaret,Baker,margaret.baker90@att.net,8471646012,9023 Oak Park Ave,Chicago,IL,60647,medium,low
P-00000439,Daniel,Campbell,daniel.campbell31@outlook.com,3123598475,996 Pulaski Rd,Chicago,IL,60654,low,major
P-00000440,James,Smith,james.smith63@msn.com,7732647824,4217 Wells St,Oak Park,IL,60302,high,medium
P-00000441,Timothy,Taylor,timothy.taylor90@gmail.com,3128144013,4624 Wells St,Chicago,IL,60601,medium,low
P-00000442,Linda,Anderson,linda.anderson27@gmail.com,8475817911,9375 Wells St,Chicago,IL,60622,medium,low
P-00000443,Matthew,Harris,matthew.harris26@icloud.com,7737434323,4585 Wells St,Chicago,IL,60654,medium,medium
P-00000444,Patricia,Taylor,patricia.taylor14@comcast.net,6303497934,4770 Adams St,Oak Park,IL,60302,low,medium
P-00000445,Andrew,Jackson,andrew.jackson35@msn.com,6303906492,1173 Michigan Ave,Chicago,IL,60614,medium,medium
P-00000446,Jennifer,Wilson,jennifer.wilson79@outlook.com,8728780047,4927 Roosevelt Rd,Chicago,IL,60657,low,low
P-00000447,Margaret,Young,margaret.young31@hotmail.com,8723680990,3658 Van Buren St,Chicago,IL,60654,high,low
P-00000448,Carol,Hill,carol.hill57@hotmail.com,7731189073,5416 California Ave,Evanston,IL,60201,medium,medium
P-00000449,Brian,Hall,brian.hall69@aol.com,7737932973,6863 Dearborn St,Chicago,IL,60647,medium,medium
P-00000450,Dorothy,Moore,dorothy.moore96@sbcglobal.net,8472549317,2771 Cicero Ave,Chicago,IL,60615,low,low
P-00000451,Richard,Nelson,richard.nelson96@outlook.com,6308766824,9270 LaSalle St,Chicago,IL,60601,high,high
P-00000452,Andrew,Perez,andrew.perez84@aol.com,8726489612,5734 Madison St,Chicago,IL,60601,medium,medium
P-00000453,Paul,Moore,paul.moore73@comcast.net,7738128146,224 Harrison St,Chicago,IL,60601,medium,low
P-00000454,Matthew,Robinson,matthew.robinson28@yahoo.com,8471756079,3196 Monroe St,Oak Park,IL,60302,high,low
P-00000455,Sandra,Green,sandra.green78@hotmail.com,6303659786,1720 California Ave,Oak Park,IL,60302,high,low
P-00000456,Christopher,Johnson,christopher.johnson42@yahoo.com,8722414474,9075 Cermak Rd,Oak Park,IL,60302,low,high
P-00000457,Betty,Thomas,betty.thomas57@msn.com,6304571387,9648 Dearborn St,Chicago,IL,60622,high,medium
P-00000458,Mark,Clark,mark.clark7@comcast.net,6302460235,240 Fullerton Ave,Chicago,IL,60615,low,low
P-00000459,Christopher,Scott,christopher.scott8@icloud.com,7737918863,2951 Irving Park Rd,Chicago,IL,60657,low,medium
P-00000460,Joshua,Robinson,joshua.robinson16@msn.com,8472494139,1504 LaSalle St,Chicago,IL,60647,medium,low
