subscription_id,person_id,email,first_name,last_name,phone,address,city,state,zip,subscription_type,monthly_rate,start_date,status
S-00000171,P-00001158,amanda.rodriguez81@hotmail.com,Amanda,Rodriguez,6308190063,7289 Dearborn St,Chicago,IL,60622,DIGITAL,9.99,2021-12-29,cancelled
S-00000172,P-00001160,lking@comcast.net,Linda,King,6307688986,2553 Armitage Ave,Oak Park,IL,60302,DIGITAL,9.99,2023-02-12,active
S-00000173,P-00001164,mking@sbcglobal.net,Melissa,King,3126160593,3935 Pulaski Rd,Chicago,IL,60610,DAILY,24.99,2021-12-29,active
S-00000174,P-00001166,jwilson@att.net,Jennifer,Wilson,6301929441,894 Franklin St,Chicago,IL,60614,PREMIUM,34.99,2023-06-02,active
S-00000175,P-00001177,linda.perez66@hotmail.com,Linda,Perez,3127110664,1584 Wells St,Oak Park,IL,60302,WEEKEND,14.99,2020-07-25,active
S-00000176,P-00001183,thomas.thompson3@icloud.com,Thomas,Thompson,8474336967,4025 California Ave,Evanston,IL,60201,DAILY,24.99,2021-07-15,active
S-00000177,P-00001188,richard.nelson13@comcast.net,Richard,Nelson,3124986752,7593 Western Ave,Chicago,IL,60601,DIGITAL,9.99,2021-12-03,active
S-00000178,P-00001196,mjackson@icloud.com,Mary,Jackson,6308114070,9601 Wells St,Oak Park,IL,60302,DIGITAL,9.99,2020-06-10,active
S-00000179,P-00001200,thomas.baker43@hotmail.com,Thomas,Baker,7736801116,8167 Oak Park Ave,Chicago,IL,60610,DAILY,24.99,2020-11-10,active
S-00000180,P-00001202,ashley.jones73@icloud.com,Ashley,Jones,7738679124,9899 Jackson Blvd,Chicago,IL,60647,DAILY,24.99,2021-05-03,active
S-00000181,P-00001206,mark.garcia38@hotmail.com,Mark,Garcia,6303602021,4695 Harlem Ave,Chicago,IL,60610,DIGITAL,9.99,2020-04-09,active
S-00000182,P-00001211,joshua.rodriguez39@att.net,Joshua,Rodriguez,8728280054,9426 Wacker Dr,Chicago,IL,60615,DAILY,24.99,2023-09-24,cancelled
S-00000183,P-00001212,kwilson@aol.com,Kimberly,Wilson,3126710333,7062 Kedzie Ave,Chicago,IL,60654,DIGITAL,9.99,2022-06-20,active
S-00000184,P-00001217,jjones@aol.com,James,Jones,6306368492,893 Irving Park Rd,Chicago,IL,60615,DAILY,24.99,2023-12-07,cancelled
S-00000185,P-00001230,jmartin@msn.com,Jessica,Martin,6306372625,5531 Congress Pkwy,Chicago,IL,60647,DAILY,24.99,2023-07-07,cancelled
S-00000186,P-00001232,dsmith@outlook.com,Donald,Smith,6308427925,6069 Kedzie Ave,Chicago,IL,60615,DIGITAL,9.99,2020-02-16,active
S-00000187,P-00001239,mjones@aol.com,Melissa,Jones,3121687055,1611 Archer Ave,Chicago,IL,60610,DIGITAL,9.99,2022-06-16,cancelled
S-00000188,P-00001245,crobinson@aol.com,Christopher,Robinson,8479980052,4408 California Ave,Evanston,IL,60201,PREMIUM,34.99,2020-01-29,cancelled
S-00000189,P-00001252,shall@gmail.com,Steven,Hall,7738968737,2663 Archer Ave,Chicago,IL,60657,DIGITAL,9.99,2023-12-01,active
S-00000190,P-00001253,william.thomas25@outlook.com,William,Thomas,3123816300,9865 California Ave,Evanston,IL,60201,PREMIUM,34.99,2023-07-22,cancelled
S-00000191,P-00001275,mwalker@icloud.com,Matthew,Walker,8471259201,4007 Michigan Ave,Chicago,IL,60614,DIGITAL,9.99,2021-09-15,active
S-00000192,P-00001277,lisa.robinson91@aol.com,Lisa,Robinson,8722932457,6755 Diversey Pkwy,Chicago,IL,60614,PREMIUM,34.99,2023-02-28,active
S-00000193,P-00001279,elizabeth.scott23@att.net,Elizabeth,Scott,8476093409,8059 Cermak Rd,Chicago,IL,60601,DAILY,24.99,2023-07-20,cancelled
S-00000194,P-00001290,melissa.young11@yahoo.com,Melissa,Young,8471988144,7443 Pulaski Rd,Chicago,IL,60657,DAILY,24.99,2020-02-15,active
S-00000195,P-00001292,barbara.martinez42@outlook.com,Barbara,Martinez,8472754741,5088 Madison St,Evanston,IL,60201,WEEKEND,14.99,2023-12-14,active
S-00000196,P-00001296,alewis@outlook.com,Anthony,Lewis,7735184737,803 Pulaski Rd,Chicago,IL,60622,WEEKEND,14.99,2021-06-13,active
S-00000197,P-00001319,donna.white65@gmail.com,Donna,White,8473980631,6142 Franklin St,Oak Park,IL,60302,PREMIUM,34.99,2023-07-20,cancelled
S-00000198,P-00001334,kmartin@yahoo.com,Kenneth,Martin,7732792803,6570 Monroe St,Chicago,IL,60615,PREMIUM,34.99,2021-12-30,active
S-00000199,P-00001337,kevin.jackson95@aol.com,Kevin,Jackson,6307791466,870 Michigan Ave,Evanston,IL,60201,DIGITAL,9.99,2022-02-06,cancelled
S-00000200,P-00001340,susan.scott40@icloud.com,Susan,Scott,8473443413,4011 Harrison St,Chicago,IL,60615,DIGITAL,9.99,2021-03-05,active
S-00000201,P-00001341,patricia.hernandez42@gmail.com,Patricia,Hernandez,8472466478,7115 Madison St,Chicago,IL,60654,PREMIUM,34.99,2021-10-06,active
S-00000202,P-00001353,daniel.baker71@aol.com,Daniel,Baker,7738863550,1722 Harrison St,Chicago,IL,60610,WEEKEND,14.99,2023-07-21,active
S-00000203,P-00001356,barbara.sanchez61@hotmail.com,Barbara,Sanchez,6308878601,3351 Archer Ave,Evanston,IL,60201,WEEKEND,14.99,2023-10-05,cancelled
S-00000204,P-00001360,abrown@aol.com,Ashley,Brown,3121350912,9973 Kedzie Ave,Chicago,IL,60614,PREMIUM,34.99,2023-06-02,active
S-00000205,P-00001373,michelle.baker23@gmail.com,Michelle,Baker,3124834254,9443 Cermak Rd,Oak Park,IL,60302,DIGITAL,9.99,2022-03-19,active
S-00000206,P-00001379,sandra.robinson49@att.net,Sandra,Robinson,7736118168,4916 Armitage Ave,Evanston,IL,60201,WEEKEND,14.99,2021-11-01,cancelled
S-00000207,P-00001382,kimberly.williams5@msn.com,Kimberly,Williams,6308925660,6018 State St,Chicago,IL,60614,WEEKEND,14.99,2020-03-28,active
S-00000208,P-00001391,mary.young67@yahoo.com,Mary,Young,3125535211,7794 LaSalle St,Chicago,IL,60622,DAILY,24.99,2021-08-13,active
S-00000209,P-00001406,daniel.miller27@att.net,Daniel,Miller,3129337102,6437 Franklin St,Chicago,IL,60647,DIGITAL,9.99,2020-07-05,active
S-00000210,P-00001412,grodriguez@msn.com,George,Rodriguez,6306109661,9245 Clark St,Chicago,IL,60654,DIGITAL,9.99,2020-06-28,active
S-00000211,P-00001413,elizabeth.rivera47@msn.com,Elizabeth,Rivera,3121975288,2849 Harrison St,Chicago,IL,60654,DIGITAL,9.99,2023-03-22,cancelled
S-00000212,P-00001420,thomas.wright92@comcast.net,Thomas,Wright,6301982207,5421 Wells St,Chicago,IL,60614,DIGITAL,9.99,2021-11-13,active
S-00000213,P-00001422,clopez@icloud.com,Charles,Lopez,8724229198,4626 Harlem Ave,Chicago,IL,60615,DIGITAL,9.99,2023-07-12,active
S-00000214,P-00001428,mtorres@msn.com,Margaret,Torres,7731799800,5261 State St,Oak Park,IL,60302,DIGITAL,9.99,2023-01-15,cancelled
S-00000215,P-00001434,sking@outlook.com,Susan,King,3127299633,7730 Irving Park Rd,Chicago,IL,60601,DAILY,24.99,2021-01-01,active
S-00000216,P-00001439,steven.thomas90@gmail.com,Steven,Thomas,6308637431,3703 State St,Oak Park,IL,60302,PREMIUM,34.99,2023-07-09,cancelled
S-00000217,P-00001444,andrew.sanchez69@yahoo.com,Andrew,Sanchez,8723602807,823 Fullerton Ave,Oak Park,IL,60302,PREMIUM,34.99,2021-07-10,active
S-00000218,P-00001445,karen.harris25@icloud.com,Karen,Harris,6301376430,3151 Adams St,Chicago,IL,60614,DIGITAL,9.99,2022-06-19,active
S-00000219,P-00001447,khernandez@hotmail.com,Kenneth,Hernandez,8473108086,4121 Belmont Ave,Chicago,IL,60647,WEEKEND,14.99,2022-12-03,active
S-00000220,P-00001457,ctaylor@att.net,Christopher,Taylor,6303034730,7483 Fullerton Ave,Chicago,IL,60601,DAILY,24.99,2021-03-08,active
S-00000221,P-00001458,elizabeth.lewis65@outlook.com,Elizabeth,Lewis,8477509000,5663 Jackson Blvd,Chicago,IL,60615,DIGITAL,9.99,2021-06-05,cancelled
S-00000222,P-00001459,andrew.scott36@aol.com,Andrew,Scott,3123588160,5164 LaSalle St,Evanston,IL,60201,DIGITAL,9.99,2020-07-20,active
S-00000223,P-00001461,mbrown@yahoo.com,Mary,Brown,8474799038,1400 Cicero Ave,Chicago,IL,60615,PREMIUM,34.99,2023-06-30,active
S-00000224,P-00001471,nancy.wright32@comcast.net,Nancy,Wright,7734555090,1445 Irving Park Rd,Chicago,IL,60647,DIGITAL,9.99,2023-03-16,active
S-00000225,P-00001476,david.taylor29@aol.com,David,Taylor,8727103537,9985 Pulaski Rd,Chicago,IL,60610,DIGITAL,9.99,2022-01-14,active
S-00000226,P-00001479,christopher.hall58@att.net,Christopher,Hall,8728157788,4297 Harlem Ave,Chicago,IL,60657,DIGITAL,9.99,2023-09-10,active
S-00000227,P-00001484,sarah.lopez7@gmail.com,Sarah,Lopez,8724681246,1481 Harrison St,Chicago,IL,60601,DIGITAL,9.99,2021-01-10,active
S-00000228,P-00001487,ssmith@aol.com,Steven,Smith,7736312003,2513 Central Ave,Chicago,IL,60614,DIGITAL,9.99,2023-05-26,active
S-00000229,P-00001501,lisa.mitchell75@sbcglobal.net,Lisa,Mitchell,7737701447,1068 Harrison St,Chicago,IL,60610,DIGITAL,9.99,2023-04-07,cancelled
S-00000230,P-00001504,esmith@yahoo.com,Elizabeth,Smith,3127989823,3204 Dearborn St,Chicago,IL,60622,WEEKEND,14.99,2023-10-05,active
S-00000231,P-00001505,sdavis@icloud.com,Sandra,Davis,3129282577,5389 Armitage Ave,Chicago,IL,60615,PREMIUM,34.99,2023-10-21,cancelled
S-00000232,P-00001510,susan.williams93@aol.com,Susan,Williams,3125058518,6065 Congress Pkwy,Chicago,IL,60654,WEEKEND,14.99,2020-09-07,active
S-00000233,P-00001528,linda.davis96@yahoo.com,Linda,Davis,6301298510,3903 Pulaski Rd,Chicago,IL,60647,DAILY,24.99,2023-07-05,active
S-00000234,P-00001529,wdavis@gmail.com,William,Davis,7739763576,3111 Diversey Pkwy,Chicago,IL,60610,DIGITAL,9.99,2020-10-11,active
S-00000235,P-00001539,linda.baker67@hotmail.com,Linda,Baker,7735420047,7093 Congress Pkwy,Evanston,IL,60201,DAILY,24.99,2021-03-08,cancelled
S-00000236,P-00001540,cwalker@icloud.com,Christopher,Walker,7737626871,8136 Van Buren St,Oak Park,IL,60302,PREMIUM,34.99,2020-08-04,cancelled
S-00000237,P-00001542,linda.anderson17@comcast.net,Linda,Anderson,7733653381,1472 Harlem Ave,Oak Park,IL,60302,DAILY,24.99,2023-01-27,active
S-00000238,P-00001549,joseph.davis85@aol.com,Joseph,Davis,3126621548,2238 Wacker Dr,Chicago,IL,60657,PREMIUM,34.99,2021-04-28,cancelled
S-00000239,P-00001572,lisa.sanchez7@att.net,Lisa,Sanchez,7736911319,6995 Jackson Blvd,Chicago,IL,60647,WEEKEND,14.99,2020-01-28,active
S-00000240,P-00001587,james.thomas39@gmail.com,James,Thomas,8475942312,4421 Cermak Rd,Evanston,IL,60201,WEEKEND,14.99,2021-05-31,cancelled
S-00000241,P-00001592,sjohnson@aol.com,Susan,Johnson,6306617789,9708 Oak Park Ave,Chicago,IL,60654,DIGITAL,9.99,2022-03-06,active
S-00000242,P-00001596,amanda.smith23@sbcglobal.net,Amanda,Smith,8724255298,8021 Armitage Ave,Evanston,IL,60201,DIGITAL,9.99,2023-01-19,active
S-00000243,P-00001615,bharris@hotmail.com,Betty,Harris,7734459633,9722 Wacker Dr,Evanston,IL,60201,DIGITAL,9.99,2021-07-02,active
S-00000244,P-00001616,mwalker@aol.com,Matthew,Walker,7739337388,9426 Monroe St,Oak Park,IL,60302,DAILY,24.99,2020-01-04,cancelled
S-00000245,P-00001633,kevin.hernandez80@hotmail.com,Kevin,Hernandez,8722055374,573 Cicero Ave,Chicago,IL,60622,DIGITAL,9.99,2024-02-01,active
S-00000246,P-00001634,nancy.rodriguez4@msn.com,Nancy,Rodriguez,3128199186,3670 State St,Chicago,IL,60647,WEEKEND,14.99,2021-05-16,active
S-00000247,P-00001638,nancy.hill20@gmail.com,Nancy,Hill,8721014425,2429 Dearborn St,Chicago,IL,60614,DAILY,24.99,2020-11-18,cancelled
S-00000248,P-00001642,awilson@comcast.net,Andrew,Wilson,8725132857,2572 Kedzie Ave,Chicago,IL,60647,WEEKEND,14.99,2023-06-16,cancelled
S-00000249,P-00001643,kevin.walker66@aol.com,Kevin,Walker,3123974633,8803 Dearborn St,Chicago,IL,60657,DAILY,24.99,2021-07-16,active
S-00000250,P-00001644,george.hill4@aol.com,George,Hill,6304699618,5419 Franklin St,Chicago,IL,60647,PREMIUM,34.99,2020-07-11,active
S-00000251,P-00001656,emily.thomas71@aol.com,Emily,Thomas,8725094290,8203 Cicero Ave,Chicago,IL,60654,DIGITAL,9.99,2023-04-06,active
S-00000252,P-00001667,jessica.sanchez56@comcast.net,Jessica,Sanchez,8721032799,8468 California Ave,Chicago,IL,60615,WEEKEND,14.99,2022-12-15,active
S-00000253,P-00001670,cwright@icloud.com,Charles,Wright,6301549634,7429 Van Buren St,Chicago,IL,60615,DAILY,24.99,2021-04-14,cancelled
S-00000254,P-00001679,david.wilson34@hotmail.com,David,Wilson,8479520749,5662 Wells St,Chicago,IL,60622,WEEKEND,14.99,2023-01-02,cancelled
S-00000255,P-00001686,jessica.rodriguez59@comcast.net,Jessica,Rodriguez,7737290413,6190 State St,Chicago,IL,60601,WEEKEND,14.99,2020-10-29,cancelled
S-00000256,P-00001703,jessica.sanchez23@gmail.com,Jessica,Sanchez,3128575221,8510 Western Ave,Oak Park,IL,60302,DIGITAL,9.99,2022-03-01,cancelled
S-00000257,P-00001712,sandra.robinson67@yahoo.com,Sandra,Robinson,8727511287,8564 Roosevelt Rd,Evanston,IL,60201,DAILY,24.99,2021-02-19,active
S-00000258,P-00001714,daniel.green22@hotmail.com,Daniel,Green,8471565904,689 Franklin St,Chicago,IL,60615,WEEKEND,14.99,2020-03-14,active
S-00000259,P-00001720,sandra.rivera90@comcast.net,Sandra,Rivera,7737943638,8900 California Ave,Chicago,IL,60614,DIGITAL,9.99,2021-12-14,active
S-00000260,P-00001723,emily.lee83@outlook.com,Emily,Lee,8729008974,6355 Harrison St,Chicago,IL,60657,DIGITAL,9.99,2021-04-16,cancelled
S-00000261,P-00001725,daniel.garcia53@hotmail.com,Daniel,Garcia,6308191629,8725 Irving Park Rd,Chicago,IL,60615,WEEKEND,14.99,2021-12-22,active
S-00000262,P-00001728,donna.harris86@icloud.com,Donna,Harris,8728997294,4271 Madison St,Chicago,IL,60647,DIGITAL,9.99,2020-01-13,cancelled
S-00000263,P-00001729,david.davis89@gmail.com,David,Davis,8728981415,6783 Adams St,Chicago,IL,60601,DIGITAL,9.99,2022-08-31,active
S-00000264,P-00001741,melissa.robinson18@outlook.com,Melissa,Robinson,6309193858,9205 Harrison St,Chicago,IL,60614,DIGITAL,9.99,2021-11-09,active
S-00000265,P-00001755,linda.brown31@outlook.com,Linda,Brown,8479782184,2732 Pulaski Rd,Chicago,IL,60654,DIGITAL,9.99,2021-02-26,active
S-00000266,P-00001760,rsanchez@att.net,Robert,Sanchez,8476901014,688 Michigan Ave,Chicago,IL,60601,WEEKEND,14.99,2020-04-01,active
S-00000267,P-00001770,christopher.allen73@aol.com,Christopher,Allen,7739089410,3059 Central Ave,Chicago,IL,60647,PREMIUM,34.99,2023-06-12,active
S-00000268,P-00001774,matthew.scott1@att.net,Matthew,Scott,8729800581,9128 Congress Pkwy,Oak Park,IL,60302,DAILY,24.99,2023-08-22,active
S-00000269,P-00001777,paul.taylor29@icloud.com,Paul,Taylor,7734269875,8365 Armitage Ave,Chicago,IL,60615,DIGITAL,9.99,2023-01-26,cancelled
S-00000270,P-00001785,tmoore@att.net,Timothy,Moore,7738099388,7783 Western Ave,Oak Park,IL,60302,DAILY,24.99,2023-09-28,active
S-00000271,P-00001786,carol.thompson47@msn.com,Carol,Thompson,7737866112,4570 LaSalle St,Oak Park,IL,60302,DIGITAL,9.99,2020-01-09,active
S-00000272,P-00001806,ptorres@att.net,Patricia,Torres,6303653611,7990 Monroe St,Chicago,IL,60610,DIGITAL,9.99,2021-12-23,active
S-00000273,P-00001824,jessica.sanchez81@comcast.net,Jessica,Sanchez,7737517726,284 Western Ave,Chicago,IL,60610,DIGITAL,9.99,2021-12-23,active
S-00000274,P-00001830,kevin.williams65@gmail.com,Kevin,Williams,6308232716,5700 State St,Evanston,IL,60201,DAILY,24.99,2020-04-05,active
S-00000275,P-00001832,dorothy.baker48@gmail.com,Dorothy,Baker,6306085291,3285 Franklin St,Chicago,IL,60615,WEEKEND,14.99,2021-07-19,active
S-00000276,P-00001846,lmiller@yahoo.com,Lisa,Miller,8474143053,2035 Clark St,Chicago,IL,60622,DAILY,24.99,2020-08-04,cancelled
S-00000277,P-00001847,sandra.robinson42@comcast.net,Sandra,Robinson,8729336512,4006 Central Ave,Evanston,IL,60201,DIGITAL,9.99,2021-07-22,active
S-00000278,P-00001848,michael.brown78@icloud.com,Michael,Brown,8471036417,6990 Kedzie Ave,Chicago,IL,60654,WEEKEND,14.99,2020-04-08,active
S-00000279,P-00001858,jessica.torres29@yahoo.com,Jessica,Torres,8475120116,5087 Monroe St,Chicago,IL,60657,WEEKEND,14.99,2022-08-25,cancelled
S-00000280,P-00001868,donna.gonzalez92@aol.com,Donna,Gonzalez,6306658553,5804 Jackson Blvd,Oak Park,IL,60302,WEEKEND,14.99,2021-01-30,active
S-00000281,P-00001877,thomas.taylor45@msn.com,Thomas,Taylor,6307907605,6904 Monroe St,Chicago,IL,60610,DIGITAL,9.99,2023-03-15,cancelled
S-00000282,P-00001882,kimberly.hernandez75@sbcglobal.net,Kimberly,Hernandez,7733024249,8402 LaSalle St,Chicago,IL,60614,DIGITAL,9.99,2020-04-16,active
S-00000283,P-00001902,swilliams@sbcglobal.net,Sandra,Williams,8728109636,8319 Fullerton Ave,Chicago,IL,60610,DIGITAL,9.99,2023-10-25,active
S-00000284,P-00001910,david.lopez44@aol.com,David,Lopez,8722467770,9730 Dearborn St,Chicago,IL,60622,DAILY,24.99,2023-02-15,cancelled
S-00000285,P-00001913,dtorres@sbcglobal.net,Dorothy,Torres,7733370231,3884 Adams St,Chicago,IL,60647,DIGITAL,9.99,2023-11-28,active
S-00000286,P-00001917,mark.rodriguez70@gmail.com,Mark,Rodriguez,8475309098,4792 Harlem Ave,Chicago,IL,60647,WEEKEND,14.99,2020-08-25,active
S-00000287,P-00001928,jessica.king71@gmail.com,Jessica,King,6306588138,8867 Western Ave,Chicago,IL,60615,DIGITAL,9.99,2022-01-31,active
S-00000288,P-00001932,melissa.hernandez36@hotmail.com,Melissa,Hernandez,3126531345,7798 Franklin St,Chicago,IL,60654,PREMIUM,34.99,2021-12-25,active
S-00000289,P-00001937,elizabeth.thompson34@hotmail.com,Elizabeth,Thompson,3127252654,7177 Wacker Dr,Chicago,IL,60647,DAILY,24.99,2020-08-02,cancelled
S-00000290,P-00001951,timothy.anderson51@outlook.com,Timothy,Anderson,6307561407,6940 Oak Park Ave,Chicago,IL,60654,PREMIUM,34.99,2022-04-04,active
S-00000291,P-00001965,kenneth.lee28@att.net,Kenneth,Lee,7735443798,2067 Western Ave,Chicago,IL,60601,WEEKEND,14.99,2023-11-02,active
S-00000292,P-00001974,kmiller@hotmail.com,Karen,Miller,8721590940,1256 Jackson Blvd,Chicago,IL,60601,WEEKEND,14.99,2021-10-17,active
S-00000293,P-00001987,karen.thompson15@aol.com,Karen,Thompson,6309540322,1070 Wacker Dr,Chicago,IL,60622,DIGITAL,9.99,2023-12-01,cancelled
S-00000294,P-00001994,sandra.miller66@hotmail.com,Sandra,Miller,8473865057,2650 Diversey Pkwy,Evanston,IL,60201,PREMIUM,34.99,2023-09-25,active
S-00000295,P-00001995,kjohnson@yahoo.com,Kenneth,Johnson,7736531231,302 Archer Ave,Chicago,IL,60657,DIGITAL,9.99,2022-03-11,active
S-00000296,P-00001997,mark.thomas3@outlook.com,Mark,Thomas,3126053057,9098 Diversey Pkwy,Chicago,IL,60615,DIGITAL,9.99,2021-07-05,active
S-00000297,P-00001998,tmiller@outlook.com,Thomas,Miller,3125395511,6831 Fullerton Ave,Oak Park,IL,60302,WEEKEND,14.99,2021-05-22,active
S-00000298,P-00002005,amanda.lee38@icloud.com,Amanda,Lee,3122399347,5412 Kedzie Ave,Chicago,IL,60610,WEEKEND,14.99,2020-09-11,active
S-00000299,P-00002008,bsmith@aol.com,Betty,Smith,7733661653,4384 Kedzie Ave,Evanston,IL,60201,DIGITAL,9.99,2022-03-02,active
S-00000300,P-00002009,lisa.garcia42@yahoo.com,Lisa,Garcia,8476968147,1765 Franklin St,Oak Park,IL,60302,DAILY,24.99,2022-06-27,active
S-00000301,P-00002018,linda.martinez85@sbcglobal.net,Linda,Martinez,8475484781,3281 Monroe St,Chicago,IL,60601,DIGITAL,9.99,2020-08-18,active
S-00000302,P-00002022,mary.brown33@sbcglobal.net,Mary,Brown,3129246311,1097 Western Ave,Chicago,IL,60622,DIGITAL,9.99,2023-09-21,cancelled
S-00000303,P-00002025,donald.thomas5@outlook.com,Donald,Thomas,8473941937,9064 Adams St,Chicago,IL,60657,DIGITAL,9.99,2021-05-27,cancelled
S-00000304,P-00002028,matthew.anderson19@sbcglobal.net,Matthew,Anderson,3122157060,307 Irving Park Rd,Chicago,IL,60601,DIGITAL,9.99,2020-01-28,active
S-00000305,P-00002032,sscott@yahoo.com,Sarah,Scott,3121306688,2566 Monroe St,Chicago,IL,60610,DIGITAL,9.99,2020-06-07,active
S-00000306,P-00002036,andrew.harris81@yahoo.com,Andrew,Harris,7735195659,8156 Central Ave,Chicago,IL,60615,DAILY,24.99,2021-08-26,cancelled
S-00000307,P-00002044,richard.gonzalez20@sbcglobal.net,Richard,Gonzalez,7732244588,9751 Roosevelt Rd,Oak Park,IL,60302,DAILY,24.99,2023-04-30,cancelled
S-00000308,P-00002047,donna.martin26@comcast.net,Donna,Martin,8725816564,7227 Diversey Pkwy,Chicago,IL,60622,DIGITAL,9.99,2023-04-10,active
S-00000309,P-00002050,bjohnson@yahoo.com,Betty,Johnson,7732908924,5706 California Ave,Oak Park,IL,60302,DIGITAL,9.99,2022-06-26,active
S-00000310,P-00002061,sarah.thompson97@hotmail.com,Sarah,Thompson,6304617104,8650 State St,Chicago,IL,60610,WEEKEND,14.99,2020-08-19,active
S-00000311,P-00002064,christopher.campbell86@comcast.net,Christopher,Campbell,7735080092,5383 Cicero Ave,Chicago,IL,60614,DIGITAL,9.99,2021-04-13,active
S-00000312,P-00002068,richard.adams30@sbcglobal.net,Richard,Adams,6303874726,1749 Michigan Ave,Chicago,IL,60647,DIGITAL,9.99,2022-01-27,active
S-00000313,P-00002079,mrodriguez@gmail.com,Melissa,Rodriguez,7739696087,6203 Archer Ave,Chicago,IL,60601,DIGITAL,9.99,2020-09-09,active
S-00000314,P-00002090,kwilliams@hotmail.com,Karen,Williams,7739631328,3848 State St,Oak Park,IL,60302,WEEKEND,14.99,2023-02-19,cancelled
S-00000315,P-00002093,dflores@outlook.com,Donald,Flores,8474093307,5365 Western Ave,Chicago,IL,60610,DAILY,24.99,2023-08-02,cancelled
S-00000316,P-00002097,thomas.wright63@icloud.com,Thomas,Wright,3123443647,1487 Wacker Dr,Chicago,IL,60601,DIGITAL,9.99,2023-11-01,active
S-00000317,P-00002098,mrivera@sbcglobal.net,Mary,Rivera,8471873356,784 Belmont Ave,Chicago,IL,60615,PREMIUM,34.99,2023-10-26,active
S-00000318,P-00002100,christopher.williams13@aol.com,Christopher,Williams,8476459868,656 Congress Pkwy,Evanston,IL,60201,DIGITAL,9.99,2023-03-15,cancelled
S-00000319,P-00002105,mnguyen@yahoo.com,Michael,Nguyen,8727713960,5952 Jackson Blvd,Chicago,IL,60657,DIGITAL,9.99,2020-03-06,active
S-00000320,P-00002117,sharris@outlook.com,Steven,Harris,7734528771,1140 Adams St,Chicago,IL,60654,DAILY,24.99,2020-08-08,active
S-00000321,P-00002122,paul.clark26@hotmail.com,Paul,Clark,8477734822,5904 Oak Park Ave,Chicago,IL,60615,DIGITAL,9.99,2024-01-31,active
S-00000322,P-00002123,michael.gonzalez77@gmail.com,Michael,Gonzalez,8476723300,1652 Madison St,Oak Park,IL,60302,DIGITAL,9.99,2022-06-16,active
S-00000323,P-00002128,michael.walker44@hotmail.com,Michael,Walker,6303825119,4294 Van Buren St,Chicago,IL,60601,DIGITAL,9.99,2022-11-28,cancelled
S-00000324,P-00002131,margaret.taylor21@yahoo.com,Margaret,Taylor,6303123361,7086 Pulaski Rd,Oak Park,IL,60302,PREMIUM,34.99,2020-01-29,active
S-00000325,P-00002133,kbaker@yahoo.com,Kimberly,Baker,8472713196,7736 Irving Park Rd,Oak Park,IL,60302,DIGITAL,9.99,2023-12-17,cancelled
S-00000326,P-00002134,cbrown@outlook.com,Carol,Brown,8477644891,6778 Wacker Dr,Chicago,IL,60657,WEEKEND,14.99,2021-06-27,cancelled
S-00000327,P-00002145,tsanchez@msn.com,Thomas,Sanchez,7739253229,4857 Clark St,Chicago,IL,60647,WEEKEND,14.99,2021-03-13,active
S-00000328,P-00002147,kimberly.hill88@aol.com,Kimberly,Hill,6309837528,9868 Clark St,Chicago,IL,60601,DIGITAL,9.99,2021-01-29,active
S-00000329,P-00002149,michelle.jackson92@hotmail.com,Michelle,Jackson,6309852174,1267 Van Buren St,Chicago,IL,60657,DIGITAL,9.99,2023-06-26,active
S-00000330,P-00002155,susan.flores73@att.net,Susan,Flores,8729247243,1126 Archer Ave,Evanston,IL,60201,DIGITAL,9.99,2023-07-28,cancelled
S-00000331,P-00002163,daniel.torres19@icloud.com,Daniel,Torres,8476973581,3117 California Ave,Chicago,IL,60601,DIGITAL,9.99,2021-08-11,active
S-00000332,P-00002169,jallen@icloud.com,Joseph,Allen,3122615957,2024 Belmont Ave,Chicago,IL,60654,WEEKEND,14.99,2023-06-19,active
S-00000333,P-00002170,steven.taylor39@aol.com,Steven,Taylor,8477119491,1742 Congress Pkwy,Chicago,IL,60601,PREMIUM,34.99,2023-10-10,active
S-00000334,P-00002187,ksmith@yahoo.com,Kenneth,Smith,8471490226,5182 Oak Park Ave,Chicago,IL,60622,DAILY,24.99,2022-09-12,cancelled
S-00000335,P-00002199,pallen@gmail.com,Patricia,Allen,8472887491,3447 California Ave,Chicago,IL,60615,DIGITAL,9.99,2023-09-13,active
S-00000336,P-00002205,ashley.sanchez90@icloud.com,Ashley,Sanchez,6302762108,2773 Congress Pkwy,Chicago,IL,60654,PREMIUM,34.99,2020-10-08,active
S-00000337,P-00002217,lisa.clark75@outlook.com,Lisa,Clark,6301114527,4449 Wacker Dr,Chicago,IL,60657,DAILY,24.99,2020-09-26,active
S-00000338,P-00002229,margaret.perez53@att.net,Margaret,Perez,8477058548,468 Roosevelt Rd,Chicago,IL,60610,DIGITAL,9.99,2023-11-09,active
S-00000339,P-00002232,paul.wilson8@gmail.com,Paul,Wilson,7737738246,1514 Madison St,Chicago,IL,60657,WEEKEND,14.99,2021-09-03,active
S-00000340,P-00002244,amanda.walker66@comcast.net,Amanda,Walker,8475207673,5144 Dearborn St,Oak Park,IL,60302,DIGITAL,9.99,2022-11-25,active
S-00000341,P-00002246,mary.king5@sbcglobal.net,Mary,King,6308207294,9844 Jackson Blvd,Chicago,IL,60622,PREMIUM,34.99,2021-09-08,active
